User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude
User_78,2025-03-13 02:10:51,0.615,0.351,Running,Ligeris,Driving_Under_Influence,1way,160,30,3G,-77,55,16,0.0083804081526481,40.305646534661605,21.80909358034099
User_23,2025-03-13 03:19:20,0.532,0.2117,Running,Koila,Driving_Under_Influence,1way,1,110,5G,-91,35,4,0.0063331777579704,40.321753318433345,21.793332588077817
User_77,2025-03-13 05:00:27,0.369,0.2283,Running,Center,Driving_Under_Influence,2way,5,20,WiFi,-85,76,-7,0.0017161530741223,40.30695148015626,21.80563517301829
User_74,2025-03-13 05:27:21,0.564,0.312,Walking,Zep,Speeding,4way,0,30,5G,-98,46,12,0.0094329075119448,37.379758,21.7528242419151
User_84,2025-03-13 05:28:16,0.488,0.3334,Driving,Zep,Reckless_Driving,2way,0,80,WiFi,-72,24,5,0.0062709776981675,41.828709,21.754376877490124
User_15,2025-03-13 05:49:51,0.369,0.1828,Running,Ligeris,Reckless_Driving,2way,1,30,110,-85,14,0,0.0037782711519482,40.30712861139641,21.808295959780263
User_07,2025-03-13 07:28:10,0.47,0.3734,Walking,Zep,Speeding,1way,0,10,3G,-89,33,16,0.0069281560372732,42.380699,21.75338665456189
User_08,2025-03-13 08:14:51,0.33,0.4529,Running,Koila,Reckless_Driving,5way,2,50,3G,-83,70,-12,0.0089953017797268,40.32191470824145,21.79241010769418
User_72,2025-03-13 08:38:33,0.359,0.4608,Running,Ligeris,Reckless_Driving,2way,1,90,WiFi,-89,85,14,0.049,40.306154008819725,21.807754460764563
User_58,2025-03-13 12:09:53,0.744,0.3362,Driving,Spinari,Reckless_Driving,2way,1,10,3G,-115,32,-12,0.009032987483496,40.279764490509976,21.751982369962075
User_93,2025-03-13 12:39:07,0.333,0.5293,Running,Ligeris,Reckless_Driving,4way,1,60,107,-80,55,16,0.0051316514306738,40.30606438411297,21.8076912995838
User_100,2025-03-13 13:31:42,0.718,0.482,Driving,Koila,Speeding,6way,0,10,5G,-70,10,-15,0.0013558301856132,40.322128246666786,21.791214563642615
User_40,2025-03-13 13:33:24,0.357,0.2311,Driving,Ligeris,Driving_Under_Influence,4way,4,50,5G,-112,100,7,0.036,40.30527684777974,21.808947713313387
User_51,2025-03-13 13:42:15,0.574,0.2773,Driving,Ligeris,Driving_Under_Influence,4way,2,10,5G,-97,87,9,0.046,40.30544774017023,21.808211674271885
User_80,2025-03-13 14:21:55,0.447,0.4706,Swimming,Zep,Reckless_Driving,2way,0,10,3G,-72,81,10,0.0086663096839721,40.27986166942294,21.753630659548243
User_16,2025-03-13 14:28:24,0.455,0.4138,Running,Zep,Speeding,6way,0,60,5G,-76,36,-10,0.003996042936968,40.28026663054617,21.75372781059309
User_71,2025-03-13 15:07:29,0.259,0.4032,Driving,Ligeris,Speeding,2way,0,50,4G,-108,32,-21,0.0059100341829737,40.30651193558825,21.806997799453068
User_13,2025-03-13 15:16:12,0.738,0.4173,Walking,Koila,Driving_Under_Influence,2way,3,60,WiFi,-88,62,-21,0.0025875627987851,40.32204461594492,21.79134123774994
User_93,2025-03-13 15:24:17,0.333,0.5303,Running,Koila,Driving_Under_Influence,6way,0,80,4G,-92,0,-8,0.0014464611655593,40.32221605605965,21.79090198536774
User_36,2025-03-13 15:26:56,0.58,0.404,Running,Koila,Reckless_Driving,2way,0,40,5G,-73,29,0,0.001613004674286,40.321247123826815,17.454897
User_47,2025-03-13 16:36:19,0.345,0.269,Driving,Spinari,Driving_Under_Influence,4way,1,30,5G,-118,100,-1,0.0087159600676141,40.28032271538846,21.75461949170218
User_12,2025-03-13 17:27:50,0.74,0.4261,Walking,Ligeris,Driving_Under_Influence,2way,0,70,3G,-85,4,-5,0.0092136182148694,40.305885710260235,18.068393
User_46,2025-03-13 18:41:03,0.537,0.3739,Driving,Zep,Speeding,2way,4,30,WiFi,-84,93,14,0.04,40.27881831903945,21.753917788087623
User_61,2025-03-13 18:48:06,0.304,0.2896,Driving,Koila,Speeding,1way,0,80,108,-70,75,-2,0.0022490669025538,40.320596305341105,21.79008160619208
User_78,2025-03-13 20:59:04,0.615,0.352,Running,Ligeris,Reckless_Driving,1way,1,40,3G,-75,28,-3,0.0010748486115199,41.293649,21.80690161236233
User_01,2025-03-13 22:15:03,0.581,0.5167,Driving,Koila,Driving_Under_Influence,1way,1,40,4G,-119,47,21,0.0050283144131877,40.32200901109446,21.790607855944415
User_55,2025-03-13 23:11:25,0.3,0.5174,Running,Zep,Driving_Under_Influence,2way,0,10,WiFi,-79,57,3,0.043,40.28000124495136,21.753656491872412
User_59,2025-03-13 23:19:28,0.521,0.2633,Flying,Zep,Speeding,4way,2,40,3G,-111,36,-12,0.0030011836207785,40.2790060841762,21.75136730177795
User_05,2025-03-14 01:53:41,0.307,0.2847,Running,Koila,9,4way,2,80,WiFi,-52,28,-3,0.008585293785079,40.323042228923256,21.790467126805463
User_11,2025-03-14 02:23:10,0.263,0.4968,Walking,Koila,Driving_Under_Influence,2way,4,80,WiFi,-74,-130,-16,0.0039920391082537,40.32183960550592,21.79133380206032
User_61,2025-03-14 02:26:57,0.304,0.2906,Driving,Ligeris,Speeding,4way,0,60,3G,-118,40,21,0.0062965691427902,40.30770263285564,21.806532686273513
User_16,2025-03-14 03:16:47,0.455,0.4148,Driving,Spinari,Reckless_Driving,1way,2,20,3G,-75,18,-6,0.0015904574133133,40.30557059772244,21.808396880952888
User_56,2025-03-14 04:40:27,0.449,0.4826,Running,Zep,Speeding,2way,2,50,5G,-84,59,14,0.0074196229244042,42.801743,21.753706500051596
User_77,2025-03-14 04:51:05,0.369,0.2303,Running,Koila,8,2way,0,20,WiFi,-73,28,10,0.0023121091727944,40.32335084057377,21.79290820935801
User_90,2025-03-14 05:48:16,0.395,0.2558,Running,Koila,Speeding,2way,2,60,4G,-74,88,16,0.035,40.32145208055826,21.790324891605724
User_06,2025-03-14 07:42:16,0.573,0.3727,Running,Center,Driving_Under_Influence,4way,1,10,WiFi,-63,22,-5,0.0012317500048488,40.32237338211223,21.790513430932325
User_41,2025-03-14 08:30:30,0.642,0.4895,Driving,Ligeris,Speeding,2way,2,10,3G,-83,87,-2,0.0054293758848843,38.867347,21.80866083894622
User_18,2025-03-14 10:41:26,0.669,0.3044,Walking,Koila,Driving_Under_Influence,2way,1,40,WiFi,-67,-132,2,0.0025857376776509,40.322430089379075,21.792131947079067
User_06,2025-03-14 10:50:32,0.573,0.3737,Walking,Zep,Reckless_Driving,1way,1,50,4G,-82,-138,9,0.0082458084709029,40.279693477398,21.752465281303376
User_28,2025-03-14 11:06:48,0.311,0.1648,Running,Spinari,Speeding,2way,0,20,WiFi,-83,31,-11,0.0052432000992281,40.32117626787392,21.789433947040635
User_23,2025-03-14 11:33:46,0.532,0.2137,Walking,Koila,Reckless_Driving,1way,0,60,5G,-82,63,24,0.0081557469372845,40.32250573266053,21.792064693108166
User_97,2025-03-14 11:50:32,0.737,0.3576,Walking,Koila,Driving_Under_Influence,1way,0,110,WiFi,-53,49,-5,0.0071538702337373,40.32209695905097,21.791081214785123
User_74,2025-03-14 15:22:59,0.564,0.315,Driving,Zep,Speeding,1way,1,90,3G,-84,99,-16,0.0053121899091425,40.279015329758366,18.096294
User_93,2025-03-14 17:00:21,0.333,0.5323,Walking,Zep,9,2way,1,50,4G,-93,51,-1,0.0040222978031983,40.27932631846668,21.753471244660176
User_23,2025-03-14 17:29:11,0.532,0.2147,Driving,Zep,Speeding,2way,5,70,3G,-108,13,-10,0.0084164574039802,40.2802551108588,22.243298
User_92,2025-03-14 18:44:45,0.622,0.1544,Flying,Zep,Reckless_Driving,2way,1,20,3G,-74,89,3,0.0041161640557236,40.27981644982277,21.752958697101
User_92,2025-03-14 19:32:49,0.622,0.1554,Driving,Ligeris,Speeding,2way,160,10,5G,-77,5,-14,0.006269511148,40.30620387056713,21.808818416168528
User_48,2025-03-14 20:03:47,0.636,0.3389,Running,Ligeris,Driving_Under_Influence,1way,4,70,5G,-93,-122,0,0.0082843548355975,40.30726588376157,21.809383645296545
User_20,2025-03-14 20:04:50,0.625,0.5413,Driving,Zep,Driving_Under_Influence,2way,0,60,3G,-84,9,12,0.038,40.27953240611843,21.75436723904696
User_73,2025-03-14 20:42:42,0.343,0.5163,Running,Koila,Speeding,4way,1,110,3G,-106,61,9,0.001136681313554,40.3216376285787,21.790896693356725
User_16,2025-03-14 21:40:51,0.455,0.4158,Walking,Zep,Reckless_Driving,2way,1,20,WiFi,-89,-121,-16,0.0046840715040574,40.27817861569756,21.752326398325128
User_60,2025-03-14 23:03:33,0.669,0.2057,Driving,Zep,Reckless_Driving,6way,1,90,4G,-98,61,14,0.006815475683322,40.279827195573766,21.753810927469903
User_80,2025-03-15 03:31:03,0.447,0.4736,Driving,Koila,Driving_Under_Influence,5way,0,20,3G,-96,84,-5,0.0099377393105805,40.32164819636956,21.79037113406821
User_100,2025-03-15 04:06:05,0.718,0.486,Running,Koila,Driving_Under_Influence,6way,2,40,5G,-75,10,-5,0.0010549932435948,40.32221069107878,21.79086206979627
User_19,2025-03-15 04:53:42,0.361,0.4808,Running,Zep,Speeding,2way,0,30,3G,-100,64,2,0.043,40.278932994540554,21.755251343011437
User_51,2025-03-15 06:17:34,0.574,0.2823,Running,Ligeris,Driving_Under_Influence,1way,0,50,WiFi,-72,62,6,0.0035238670440784,41.213531,21.807840574488047
User_36,2025-03-15 06:45:55,0.58,0.407,Running,Koila,Reckless_Driving,4way,0,90,3G,-82,50,21,0.0099315352331181,40.32174926844312,21.79093765936771
User_18,2025-03-15 08:07:54,0.669,0.3064,Running,Zep,9,2way,0,40,4G,-85,53,-6,0.0010284124303526,40.27806613781378,21.75274559031747
User_47,2025-03-15 08:19:44,0.345,0.272,Driving,Koila,Speeding,1way,2,70,3G,-70,91,-22,0.0081900826002134,40.32090769364399,21.78972644249412
User_70,2025-03-15 09:39:10,0.314,0.3181,Driving,Ligeris,Driving_Under_Influence,1way,140,40,3G,-93,49,-4,0.0026253508842805,40.30581800069873,21.807005015321135
User_57,2025-03-15 09:40:47,0.592,0.3998,Flying,Koila,Reckless_Driving,1way,1,10,WiFi,-60,50,-4,0.0013142872246252,40.3222353595891,21.79123866840016
User_97,2025-03-15 09:44:08,0.737,0.3596,Walking,Ligeris,Speeding,6way,0,30,4G,-100,47,-9,0.0080437452060157,40.307007984617165,21.80761794544627
User_23,2025-03-15 10:29:54,0.532,0.2157,Walking,Koila,6,2way,5,10,5G,-82,42,-10,0.0068512694471995,40.321345286319314,21.79131922319229
User_02,2025-03-15 11:32:26,0.477,0.3424,Running,Koila,Speeding,2way,0,50,106,-102,47,-5,0.0082661083583113,40.32154452816754,21.79073250883205
User_54,2025-03-15 11:35:28,0.482,0.5239,Walking,Koila,Driving_Under_Influence,1way,2,60,3G,-116,-150,0,0.0072081613776271,40.32145760459045,21.792230691708408
User_50,2025-03-15 12:17:22,0.395,0.3724,Driving,Ligeris,Reckless_Driving,2way,1,80,5G,-81,67,15,0.033,40.30460513879588,21.80706755373803
User_65,2025-03-15 12:51:18,0.654,0.4042,Running,Ligeris,Driving_Under_Influence,1way,150,80,3G,-96,61,6,0.0096809613961632,40.304887409340566,21.80661315491292
User_37,2025-03-15 14:10:03,0.696,0.1627,Walking,Zep,Driving_Under_Influence,2way,1,40,5G,-94,86,-21,0.0071255124629335,40.28013308071783,21.751388578103587
User_12,2025-03-15 15:13:28,0.74,0.4291,Walking,Zep,Reckless_Driving,1way,0,110,112,-81,26,5,0.0068883377478761,40.27950861709969,21.753182764671536
User_08,2025-03-15 15:39:12,0.33,0.4569,Walking,Zep,Driving_Under_Influence,2way,0,10,4G,-81,64,-15,0.031,40.28007624373679,21.75490596808993
User_63,2025-03-15 16:37:18,0.549,0.5163,Driving,Ligeris,Driving_Under_Influence,2way,5,30,5G,-90,37,24,0.00938280868811,40.3075175644915,21.807550437614424
User_42,2025-03-15 16:46:59,0.544,0.5153,Running,Koila,Reckless_Driving,4way,0,60,4G,-110,4,-13,0.031,40.32184557431419,21.792314575942555
User_34,2025-03-15 16:57:33,0.466,0.2662,Walking,Koila,Speeding,5way,0,90,3G,-81,53,-5,0.001864630619377,40.32253426837472,21.791646637783987
User_14,2025-03-15 18:46:57,0.533,0.2286,Driving,Ligeris,Speeding,2way,4,30,WiFi,-68,28,-8,0.0010429764162939,40.30613703959136,19.208728
User_01,2025-03-15 19:22:37,0.581,0.5207,Driving,Ligeris,Driving_Under_Influence,5way,1,30,5G,-72,45,5,0.0019356399045325,40.305260740243554,21.80657396622636
User_64,2025-03-15 19:59:55,0.287,0.1567,Walking,Zep,Reckless_Driving,6way,0,30,5G,-109,98,-15,0.0075521993828925,40.27860828245102,21.75217037912702
User_88,2025-03-15 20:16:30,0.421,0.4882,Running,Koila,Driving_Under_Influence,1way,0,70,4G,-76,92,16,0.0068865884231616,40.32100555253102,17.931793
User_85,2025-03-15 23:36:49,0.653,0.3483,Running,Zep,Reckless_Driving,1way,150,90,3G,-115,92,10,0.0024869980422808,40.27971466311538,21.753247929255977
User_62,2025-03-16 01:02:49,0.471,0.257,Flying,Koila,Speeding,4way,3,40,3G,-87,10,11,0.0065907256397468,40.322062568080355,21.791063706215773
User_95,2025-03-16 01:16:26,0.36,0.4239,Running,Zep,Driving_Under_Influence,2way,2,40,3G,-82,69,21,0.0028800898742385,40.27866190433185,21.75501590626636
User_84,2025-03-16 01:19:31,0.488,0.3394,Walking,Ligeris,Driving_Under_Influence,2way,0,30,4G,-86,-22,14,0.001742945780331,40.30596059102301,21.808249815587267
User_27,2025-03-16 01:22:32,0.33,0.353,Driving,Koila,Reckless_Driving,1way,160,60,3G,-107,63,-14,0.009782333335546,40.32223596471068,21.791976784773446
User_71,2025-03-16 02:21:08,0.259,0.4092,Walking,Zep,Reckless_Driving,2way,1,30,5G,-104,20,-10,0.0054884105732097,38.721202,21.75402250739113
User_35,2025-03-16 03:29:54,0.301,0.2055,Walking,Spinari,Speeding,2way,2,70,3G,-114,30,4,0.0058484723092645,40.27955790752135,21.755581426056953
User_95,2025-03-16 03:49:26,0.36,0.4249,Running,Ligeris,Speeding,2way,2,10,4G,-72,-137,-8,0.0092977508712174,40.30783787244464,21.80793716589215
User_57,2025-03-16 06:47:20,0.592,0.4018,Running,Zep,Reckless_Driving,1way,0,70,WiFi,-63,24,21,0.0027320374490468,40.28085165005144,21.75256532072759
User_94,2025-03-16 07:54:12,0.459,0.153,Driving,Zep,6,1way,1,10,5G,-99,36,-5,0.0078701511171196,40.27955112733775,21.75324829058592
User_20,2025-03-16 08:44:52,0.625,0.5453,Driving,Ligeris,Reckless_Driving,1way,0,50,111,-109,55,0,0.0087167226062912,40.30636517223584,21.807520097370812
User_71,2025-03-16 09:42:28,0.259,0.4102,Driving,Koila,Speeding,6way,3,60,5G,-78,19,-6,0.0030909006173324,40.32255764388248,21.792837771283423
User_31,2025-03-16 11:43:40,0.293,0.5487,Flying,Zep,Speeding,2way,0,60,3G,-76,70,-12,0.0070069072442383,40.27927977573294,21.753452000795953
User_53,2025-03-16 13:10:58,0.703,0.3433,Driving,Ligeris,Driving_Under_Influence,1way,0,90,104,-116,75,-9,0.004100581409919,40.306602541826,21.808915037160865
User_100,2025-03-16 14:14:01,0.718,0.489,Swimming,Zep,Driving_Under_Influence,2way,4,40,WiFi,-71,52,-15,0.0026026108185087,40.27813341313671,21.75244069989112
User_66,2025-03-16 16:45:15,0.551,0.2859,Driving,Koila,Driving_Under_Influence,2way,0,50,5G,-96,50,5,0.0040989904787977,40.32232499321825,19.850618
User_42,2025-03-16 17:10:14,0.544,0.5173,Walking,Zep,Driving_Under_Influence,4way,0,10,3G,-75,98,-10,0.0035048548104822,40.28022871918196,18.337457
User_63,2025-03-16 17:30:47,0.549,0.5173,Running,Koila,8,2way,1,50,3G,-76,3,-2,0.0078435281131779,40.3226800627814,21.791501086260492
User_87,2025-03-16 18:41:49,0.64,0.4555,Walking,Koila,Speeding,4way,0,50,3G,-92,67,-7,0.045,40.32262288273029,21.793320927766427
User_38,2025-03-16 18:50:41,0.497,0.4206,Running,Koila,Reckless_Driving,2way,4,Harassing_Driver,5G,-98,43,-5,0.0031783472652772,40.322702284519735,21.791304202053237
User_96,2025-03-16 19:28:56,0.308,0.3098,Driving,Koila,Driving_Under_Influence,2way,2,10,WiFi,-71,90,6,0.045,40.320406414849664,21.79163765761944
User_32,2025-03-16 19:53:44,0.684,0.2493,Driving,Zep,Reckless_Driving,1way,0,50,WiFi,-69,38,-5,0.0048018559853001,38.766232,21.751906068780265
User_90,2025-03-16 21:23:50,0.395,0.2608,Walking,Ligeris,8,4way,1,50,5G,-119,84,3,0.0034016107249146,40.30524139758453,21.80901770443344
User_65,2025-03-16 22:01:44,0.654,0.4062,Driving,Ligeris,Reckless_Driving,2way,1,60,WiFi,-75,99,12,0.0057229507056798,41.374729,21.806931407916792
User_12,2025-03-16 22:34:24,0.74,0.4321,Driving,Ligeris,Reckless_Driving,2way,0,60,3G,-100,20,21,0.0010836787188034,40.30564694878536,21.807707604679177
User_04,2025-03-16 23:21:02,0.619,0.4755,Driving,Ligeris,6,1way,0,50,4G,-88,21,-2,0.0049217337046744,40.306065678950795,21.80726180426053
User_03,2025-03-16 23:59:03,0.47,0.4512,Driving,Ligeris,Driving_Under_Influence,2way,0,70,114,-113,44,-10,0.005829451703047,40.30502001247167,21.80632017306911
User_53,2025-03-17 00:47:59,0.703,0.3443,Driving,Zep,6,2way,0,30,4G,-72,15,-14,0.0083256453527151,40.280374931279695,21.751813936202144
User_73,2025-03-17 01:07:36,0.343,0.5213,Walking,Zep,Driving_Under_Influence,2way,0,10,5G,-85,83,13,0.041,40.278155095486454,21.75295052148451
User_67,2025-03-17 02:36:56,0.692,0.3901,Driving,Zep,Reckless_Driving,1way,2,30,119,-81,48,1,0.0019031715687863,40.27961736332859,21.75300306723972
User_66,2025-03-17 03:13:53,0.551,0.2869,Walking,Ligeris,Driving_Under_Influence,2way,0,30,3G,-79,25,7,0.03,40.30474975666265,21.808448795910294
User_84,2025-03-17 04:08:22,0.488,0.3414,Running,Koila,Speeding,2way,0,20,3G,-109,-19,-4,0.0090015351096522,40.3220245361664,21.791570785965
User_46,2025-03-17 07:42:48,0.537,0.3809,Walking,Koila,Reckless_Driving,1way,0,30,105,-77,19,-15,0.0053001310518602,40.32265507460766,21.79227958700553
User_39,2025-03-17 08:45:18,0.297,0.4794,Walking,Zep,Driving_Under_Influence,1way,0,80,5G,-75,51,15,0.002890039318699,42.808504,21.754700594004508
User_88,2025-03-17 09:18:28,0.421,0.4912,Running,Zep,Driving_Under_Influence,4way,0,70,3G,-90,7,13,0.03,40.279546618979886,21.7532675862378
User_48,2025-03-17 09:26:25,0.636,0.3439,Running,Spinari,Speeding,1way,1,70,4G,-101,65,-10,0.0094905474186999,40.306370883333216,21.807869831122495
User_38,2025-03-17 09:30:24,0.497,0.4216,Driving,Zep,Speeding,2way,4,40,5G,-73,84,-8,0.0078645081191614,42.837254,21.751236749462095
User_92,2025-03-17 10:30:47,0.622,0.1614,Driving,Zep,9,1way,0,10,3G,-87,29,-6,0.0076445861669395,40.27803227487357,21.75367569182438
User_86,2025-03-17 12:22:36,0.343,0.3648,Driving,Zep,Driving_Under_Influence,2way,0,40,4G,-75,18,-15,0.0064350292556819,40.27916709255831,18.894416
User_86,2025-03-17 13:54:16,0.343,0.3658,Walking,Spinari,Reckless_Driving,2way,0,60,3G,-72,79,10,0.0050978569692878,40.3062444383492,21.80657024253119
User_23,2025-03-17 14:49:25,0.532,0.2197,Walking,Ligeris,9,2way,1,20,WiFi,-72,32,-7,0.0056126269587989,40.30577657236573,21.80924405972816
User_51,2025-03-17 16:10:50,0.574,0.2863,Driving,Ligeris,Driving_Under_Influence,1way,2,40,WiFi,-84,72,21,0.0075594275199251,40.30616625507032,21.808153516825385
User_100,2025-03-17 16:11:44,0.718,0.491,Driving,Koila,Driving_Under_Influence,2way,0,130,4G,-91,91,9,0.0028763736937061,40.322937840255655,21.79133597763493
User_82,2025-03-17 19:19:49,0.291,0.186,Running,Zep,Reckless_Driving,4way,2,130,4G,-104,8,-3,0.0089787839616229,40.278824676446824,21.752145935594022
User_88,2025-03-17 19:42:35,0.421,0.4922,Walking,Ligeris,Driving_Under_Influence,4way,0,80,4G,-115,60,-14,0.001122221425177,40.30629453011071,17.200089
User_62,2025-03-18 07:04:26,0.471,0.262,Running,Ligeris,Reckless_Driving,5way,0,40,WiFi,-71,39,-10,0.0030764918457496,40.30687013862624,21.806744947303375
User_33,2025-03-18 08:56:31,0.554,0.3573,Driving,Koila,Speeding,2way,2,Harassing_Driver,3G,-105,70,-6,0.0069885764182707,40.3217911699232,21.79099976236216
User_59,2025-03-18 13:47:44,0.521,0.2733,Walking,Koila,Speeding,1way,0,80,3G,-83,-153,14,0.0028296032571782,40.322793049361685,21.792805965315655
User_14,2025-03-18 14:36:59,0.533,0.2346,Driving,Ligeris,Speeding,1way,2,Harassing_Driver,WiFi,-77,7,15,0.0084456520380521,40.30712971612139,21.806419008568767
User_60,2025-03-18 14:45:37,0.669,0.2137,Walking,Koila,Driving_Under_Influence,2way,0,70,WiFi,-64,16,-14,0.0039061070449224,38.066481,21.79165732300747
User_70,2025-03-18 14:59:49,0.314,0.3231,Swimming,Zep,Reckless_Driving,1way,0,50,WiFi,-73,46,-14,0.006144809049209,40.27888118927635,21.753517309048583
User_82,2025-03-18 18:34:01,0.291,0.188,Walking,Ligeris,8,4way,0,60,3G,-98,60,10,0.0016705047789548,40.3073880381093,21.806973940710684
User_64,2025-03-18 18:48:38,0.287,0.1627,Driving,Koila,Speeding,2way,3,130,4G,-95,84,-11,0.0048960594349854,40.3215657527977,21.791767125654868
User_67,2025-03-18 19:28:28,0.692,0.3931,Driving,Koila,Speeding,2way,2,50,5G,-92,16,1,0.0039191043092365,40.32306857278936,18.829119
User_41,2025-03-18 20:24:33,0.642,0.4965,Running,Ligeris,Reckless_Driving,1way,0,40,5G,-104,40,-2,0.0068517365411719,38.699963,21.808628328112892
User_93,2025-03-18 22:54:58,0.333,0.5403,Walking,Koila,Reckless_Driving,2way,160,40,WiFi,-63,35,14,0.0088161275054912,40.32186439899698,21.79096166649552
User_37,2025-03-18 23:38:44,0.696,0.1687,Driving,Zep,Reckless_Driving,5way,0,50,3G,-100,28,-10,0.0071612908977222,40.279296088409566,21.755586012472545
User_61,2025-03-19 00:27:18,0.304,0.3006,Running,Ligeris,Reckless_Driving,4way,1,90,4G,-94,49,21,0.0061366057172881,40.30557802563008,21.80889468015464
User_100,2025-03-19 01:05:41,0.718,0.494,Running,Zep,6,2way,1,80,WiFi,-67,52,-1,0.0091392758038084,40.28020239699429,21.75289014298327
User_83,2025-03-19 01:23:41,0.498,0.2377,Walking,Ligeris,Speeding,1way,4,50,5G,-84,-142,16,0.0058024152484413,40.30626607036971,21.808423689355173
User_75,2025-03-19 01:28:18,0.65,0.4414,Running,Center,Reckless_Driving,1way,1,60,WiFi,-65,95,11,0.0018751359214946,40.32196104573367,21.792391607204262
User_55,2025-03-19 02:30:32,0.3,0.5284,Walking,Koila,Speeding,2way,3,10,4G,-117,81,14,0.0097534577671262,40.32185299416849,17.129046
User_92,2025-03-19 02:48:32,0.622,0.1644,Walking,Ligeris,Speeding,2way,2,50,3G,-73,84,4,0.0046828039728991,40.307083150369515,19.401298
User_64,2025-03-19 05:15:50,0.287,0.1637,Driving,Ligeris,Speeding,2way,0,40,WiFi,-57,69,2,0.0010215842697987,37.496623,21.80771653793773
User_10,2025-03-19 08:19:53,0.35,0.4465,Driving,Koila,Speeding,2way,0,60,3G,-112,-26,-8,0.0011346165909986,40.322297996485936,21.791476446175427
User_82,2025-03-19 09:32:15,0.291,0.19,Walking,Ligeris,Speeding,4way,0,20,103,-81,95,0,0.0023662326515058,40.306361283543744,21.808292195468884
User_86,2025-03-19 09:53:24,0.343,0.3698,Flying,Koila,Driving_Under_Influence,2way,1,80,3G,-119,87,4,0.0061797778177633,40.321283728339935,21.789645220974062
User_50,2025-03-19 10:02:08,0.395,0.3804,Swimming,Ligeris,Driving_Under_Influence,2way,0,80,3G,-110,43,16,0.008486077030851,40.30579345254599,21.808070338939547
User_55,2025-03-19 10:30:33,0.3,0.5294,Walking,Koila,Speeding,2way,0,30,3G,-97,-149,11,0.0085419396591102,40.32174148571422,21.791113534838377
User_65,2025-03-19 17:36:22,0.654,0.4122,Driving,Zep,Driving_Under_Influence,2way,0,90,3G,-85,56,16,0.04,40.27911377911822,21.75504709650182
User_25,2025-03-19 17:53:44,0.352,0.2203,Walking,Ligeris,7,1way,0,30,5G,-81,6,13,0.0035032633846466,40.30601847539738,21.807633175191167
User_29,2025-03-19 18:36:14,0.603,0.5073,Walking,Ligeris,Driving_Under_Influence,1way,0,80,3G,-82,68,-4,0.033,40.30485293197412,21.80661457426188
User_07,2025-03-19 19:13:43,0.47,0.3864,Driving,Zep,Reckless_Driving,2way,1,20,WiFi,-79,69,-8,0.0030594345542141,40.27895668852688,17.080921
User_40,2025-03-19 19:30:47,0.357,0.2431,Driving,Ligeris,Driving_Under_Influence,1way,0,40,WiFi,-80,-22,5,0.0013639400643938,40.30629702909587,21.80777360798542
User_47,2025-03-19 23:54:35,0.345,0.281,Driving,Zep,Reckless_Driving,2way,0,130,4G,-98,96,6,0.008614001640709,40.28021330954184,21.75374148252627
User_58,2025-03-20 01:25:29,0.744,0.3492,Running,Koila,Reckless_Driving,2way,0,50,3G,-78,3,-4,0.0022878835886954,37.947584,21.79166146909433
User_02,2025-03-20 01:47:06,0.477,0.3524,Driving,Zep,Speeding,4way,3,40,5G,-77,79,-1,0.035,40.28035425260542,21.75466958036295
User_62,2025-03-20 03:38:08,0.471,0.265,Running,Koila,Driving_Under_Influence,1way,150,30,WiFi,-58,34,-1,0.0061056234793657,40.32037876355315,21.790638212518544
User_10,2025-03-20 03:48:11,0.35,0.4475,Walking,Ligeris,Driving_Under_Influence,1way,0,20,5G,-103,17,-4,0.0022794480403555,40.30644920940074,17.827695
User_18,2025-03-20 05:14:39,0.669,0.3154,Walking,Koila,Driving_Under_Influence,4way,0,90,WiFi,-90,48,10,0.049,40.32197268145425,21.791515437153645
User_30,2025-03-20 05:39:21,0.478,0.3591,Walking,Koila,Speeding,2way,1,130,4G,-98,-25,-2,0.0013126205965767,40.32136153906915,21.790865800448117
User_36,2025-03-20 06:21:22,0.58,0.418,Running,Zep,Reckless_Driving,4way,1,80,3G,-79,90,7,0.0013127517669725,40.27945612966275,19.83259
User_74,2025-03-20 06:40:37,0.564,0.326,Driving,Spinari,Driving_Under_Influence,4way,0,70,5G,-102,37,2,0.0040516795086111,40.3203669048758,21.791076499028772
User_20,2025-03-20 11:04:55,0.625,0.5523,Walking,Koila,Speeding,2way,160,50,WiFi,-54,55,11,0.009518520134756,40.32260925508278,21.790228923484708
User_39,2025-03-20 14:12:52,0.297,0.4854,Running,Center,Speeding,1way,4,40,WiFi,-67,90,-6,0.0022016394303635,40.3223977152131,21.789402549096103
User_57,2025-03-20 14:40:49,0.592,0.4108,Walking,Ligeris,Driving_Under_Influence,2way,150,80,5G,-72,21,12,0.0069294015906372,40.30793156026164,21.80770810489209
User_100,2025-03-20 15:26:02,0.718,0.496,Running,Koila,Speeding,2way,0,20,WiFi,-86,70,25,0.0056994666958861,40.3219844797872,21.79258345724208
User_48,2025-03-20 16:26:51,0.636,0.3509,Running,Koila,Reckless_Driving,4way,0,50,WiFi,-60,1,7,0.0096621770368106,38.522869,21.79035669798151
