User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude
User_60,2025-03-09 22:53:20,0.353,0.5008,Driving,Zep,Reckless_Driving,2way,150.0,60,WiFi,-63,69.0,-6.0,0.0059421704501917,40.27974540404531,21.753410323288552
User_12,2025-03-09 23:03:40,0.67,0.4872,Walking,Koila,Reckless_Driving,2way,1.0,50,WiFi,-62,-128.0,15.0,0.0049892463133569,40.32246500239326,21.7925009050057
User_56,2025-03-09 23:57:24,0.374,0.1477,Driving,Zep,Driving_Under_Influence,4way,150.0,20,115,-95,57.0,5.0,0.0058697250160465,40.279419643966406,21.75346668376669
User_13,2025-03-10 00:24:12,0.75,0.3804,Flying,Koila,Driving_Under_Influence,2way,1.0,20,5G,-112,36.0,-5.0,0.0033963366921738,40.32268536309315,21.7891763808543
User_14,2025-03-10 00:55:42,0.393,0.3434,Running,Ligeris,Reckless_Driving,5way,1.0,40,WiFi,-61,49.0,11.0,0.0030892420267539,37.058184,21.80695711333018
User_97,2025-03-10 06:01:27,0.337,0.4163,Walking,Koila,Driving_Under_Influence,5way,1.0,30,3G,-117,7.0,15.0,0.0064423475910862,40.32159510012885,21.789591811333356
User_96,2025-03-10 06:11:47,0.261,0.3941,Walking,Ligeris,8,4way,1.0,10,3G,-75,85.0,12.0,0.0037630469019847,40.306234827574805,21.80753210451601
User_78,2025-03-10 08:12:18,0.347,0.3766,Walking,Ligeris,Driving_Under_Influence,4way,0.0,40,WiFi,-79,-33.0,0.0,0.0042338501603015,40.30486455229688,21.80818572976839
User_94,2025-03-10 08:17:24,0.681,0.236,Running,Zep,Driving_Under_Influence,1way,1.0,50,109,-71,46.0,-14.0,0.0013697098182831,40.27937079983936,21.75455319292961
User_93,2025-03-10 08:21:18,0.588,0.1572,Running,Koila,7,2way,0.0,70,5G,-86,100.0,-25.0,0.0093883736524918,40.32217704359897,21.79128642963379
User_74,2025-03-10 08:40:46,0.497,0.4934,Driving,Ligeris,Speeding,5way,1.0,60,3G,-92,98.0,9.0,0.0024339311303805,40.3072799220782,21.806415386549865
User_52,2025-03-10 09:36:30,0.544,0.5641,Walking,Ligeris,Driving_Under_Influence,2way,0.0,60,WiFi,-80,-33.0,-4.0,0.0088769326143265,40.30456957916709,21.80735429241878
User_83,2025-03-10 09:47:47,0.309,0.4965,Walking,Center,Driving_Under_Influence,1way,1.0,50,WiFi,-60,74.0,-2.0,0.0081048266601688,40.3227472902397,21.793194822440523
User_05,2025-03-10 10:15:48,0.743,0.4327,Driving,Koila,Reckless_Driving,2way,1.0,50,5G,-119,71.0,-15.0,0.0098734130604911,42.08934,21.79143517264459
User_67,2025-03-10 11:11:57,0.529,0.3486,Walking,Koila,Driving_Under_Influence,1way,0.0,60,WiFi,-89,17.0,3.0,0.00857141532493,37.216239,21.792109319614585
User_08,2025-03-10 11:25:42,0.46,0.4958,Running,Koila,Speeding,4way,2.0,50,5G,-104,61.0,-21.0,0.0039926487800379,40.32214717197863,21.791554529027103
User_41,2025-03-10 11:45:31,0.628,0.5641,Driving,Ligeris,6,1way,2.0,90,5G,-70,59.0,12.0,0.0060805789237725,40.30736173141407,21.808972017901898
User_34,2025-03-10 12:40:07,0.431,0.2909,Running,Ligeris,Driving_Under_Influence,1way,1.0,40,4G,-72,84.0,-1.0,0.0086856992892005,37.56528,21.806944245292417
User_59,2025-03-10 13:20:46,0.265,0.3152,Running,Ligeris,Speeding,2way,0.0,Illegal_Parking,WiFi,-66,24.0,-1.0,0.005653142335994,40.30497462497906,21.80821420136117
User_43,2025-03-10 13:35:57,0.416,0.2957,Running,Spinari,Reckless_Driving,1way,0.0,30,4G,-103,18.0,12.0,0.0023488405918171,40.306230115631266,21.79017101824095
User_63,2025-03-10 14:12:37,0.543,0.2526,Driving,Zep,Driving_Under_Influence,2way,150.0,20,3G,Satellite,40.0,0.0,0.0058337473842747,40.27989034134995,21.75291989081433
User_70,2025-03-10 14:32:39,0.601,0.2319,Running,Ligeris,Driving_Under_Influence,1way,0.0,50,3G,-73,41.0,15.0,0.04,40.306319532782425,21.807815996711707
User_75,2025-03-10 15:04:32,0.409,0.3091,Walking,Koila,6,4way,5.0,70,WiFi,-80,-150.0,14.0,0.0052992717867853,40.32115396132257,21.79176214884376
User_92,2025-03-10 15:16:27,0.694,0.3132,Driving,Zep,Driving_Under_Influence,4way,0.0,10,3G,-96,52.0,-16.0,0.0062670672334443,40.27844169934643,19.125194
User_02,2025-03-10 15:50:07,0.529,0.4366,Walking,Koila,Speeding,1way,1.0,60,5G,-87,22.0,20.0,0.0086604641001052,40.32250351859703,21.79127129327424
User_45,2025-03-10 16:18:31,0.285,0.4093,Driving,Center,Driving_Under_Influence,1way,0.0,30,5G,-119,7.0,-10.0,0.0028041377000978,40.279263938162735,21.753409112084935
User_36,2025-03-10 16:36:17,0.563,0.5259,Walking,Zep,7,4way,2.0,40,5G,-88,78.0,-12.0,0.0019516616264553,40.279564646170144,21.75177261876098
User_84,2025-03-10 16:47:36,0.527,0.2107,Flying,Koila,Driving_Under_Influence,2way,0.0,30,WiFi,-60,22.0,10.0,0.026,40.32256809791799,21.789243676382867
User_95,2025-03-10 17:00:59,0.545,0.4109,Running,Zep,Driving_Under_Influence,1way,3.0,40,WiFi,-63,91.0,22.0,0.0017603403774856,40.27981955638096,21.75292849064304
User_88,2025-03-10 17:39:27,0.471,0.2627,Flying,Koila,Speeding,2way,0.0,70,WiFi,-85,76.0,-5.0,0.0094609827710915,40.321490044609305,21.790055941016043
User_89,2025-03-10 19:13:11,0.336,0.1491,Walking,Zep,Reckless_Driving,1way,0.0,Illegal_Parking,5G,-70,9.0,-14.0,0.003900642749175,40.2804991297497,21.7529780360622
User_93,2025-03-10 20:26:37,0.588,0.1582,Walking,Zep,Driving_Under_Influence,2way,3.0,10,106,-93,30.0,14.0,0.0089722703322779,40.28063423566691,21.752832295007064
User_86,2025-03-10 21:41:59,0.469,0.1391,Swimming,Ligeris,Speeding,1way,1.0,10,WiFi,-73,44.0,-9.0,0.041,40.30490296698325,21.806222985745556
User_64,2025-03-10 21:57:12,0.511,0.4888,Running,Ligeris,Reckless_Driving,2way,3.0,40,102,-71,79.0,8.0,0.0065514516431981,40.30629556433387,21.805437745932192
User_27,2025-03-11 00:52:52,0.535,0.3901,Running,Koila,8,2way,1.0,40,WiFi,-54,62.0,16.0,0.0058050600765839,40.32329961959144,21.79040083606609
User_48,2025-03-11 01:04:29,0.599,0.4064,Driving,Koila,Speeding,4way,150.0,50,4G,-82,41.0,-2.0,0.0053409139027088,40.32224719931773,21.791737828185273
User_79,2025-03-11 01:17:21,0.389,0.256,Walking,Koila,Reckless_Driving,2way,1.0,50,4G,-88,78.0,-22.0,0.0092668834778876,40.321098903592144,21.79194234880513
User_40,2025-03-11 03:48:41,0.482,0.5057,Driving,Ligeris,8,2way,4.0,60,WiFi,-69,92.0,-4.0,0.0079716128323226,40.306490587432705,21.80729327047295
User_85,2025-03-11 04:25:10,0.254,0.2643,Running,Ligeris,Speeding,1way,150.0,20,WiFi,-70,50.0,15.0,0.0013900291064628,40.306239238353065,21.80749103767245
User_63,2025-03-11 04:44:47,0.543,0.2546,Running,Ligeris,Reckless_Driving,2way,1.0,50,5G,-112,99.0,-7.0,0.043,40.30635736441515,21.807804238227213
User_54,2025-03-11 05:03:02,0.327,0.4129,Running,Ligeris,Speeding,4way,1.0,60,WiFi,-72,94.0,-1.0,0.049,40.30655291753688,21.8071578013094
User_15,2025-03-11 05:51:19,0.627,0.4461,Walking,Ligeris,Speeding,2way,0.0,90,3G,-97,8.0,-25.0,0.0018833918789335,40.307383735760226,21.806031745892128
User_02,2025-03-11 06:05:00,0.529,0.4386,Driving,Koila,Reckless_Driving,5way,1.0,60,WiFi,-85,51.0,0.0,0.05,40.32142937483945,21.791914707423672
User_98,2025-03-11 07:35:51,0.46,0.2908,Driving,Koila,Driving_Under_Influence,1way,0.0,30,WiFi,-52,-125.0,-6.0,0.0061591034786075,40.32322657357113,21.79144573932459
User_22,2025-03-11 08:43:39,0.413,0.1849,Driving,Zep,8,2way,1.0,50,3G,-90,32.0,13.0,0.035,40.27933242747532,21.75232240303316
User_96,2025-03-11 10:20:31,0.261,0.3971,Driving,Koila,Reckless_Driving,2way,0.0,10,3G,-83,98.0,4.0,0.0085570882888045,40.321480879809855,18.300734
User_95,2025-03-11 10:58:44,0.545,0.4119,Running,Zep,Driving_Under_Influence,4way,0.0,50,106,-76,99.0,-2.0,0.0018524695806823,40.278223843698406,21.75479400555686
User_48,2025-03-11 11:29:37,0.599,0.4074,Running,Koila,Reckless_Driving,1way,140.0,30,4G,-99,96.0,-12.0,0.0015101552264096,40.322024739921325,21.79087052249008
User_35,2025-03-11 12:52:50,0.274,0.2182,Swimming,Zep,Speeding,2way,0.0,10,3G,-112,48.0,-3.0,0.0040903329618179,40.306230115631266,22.179864
User_22,2025-03-11 13:13:36,0.413,0.1859,Walking,Spinari,Driving_Under_Influence,2way,0.0,20,104,-71,8.0,11.0,0.0081601743992926,40.321940220385144,21.791387667437196
User_70,2025-03-11 13:33:23,0.601,0.2329,Driving,Zep,Speeding,1way,150.0,60,4G,-84,15.0,-5.0,0.005653142335994,38.294752,21.753831461618653
User_06,2025-03-11 15:23:38,0.584,0.5075,Driving,Zep,Reckless_Driving,2way,1.0,40,4G,-115,99.0,-8.0,0.024,40.279409499863505,21.753521112241295
User_45,2025-03-11 16:21:31,0.285,0.5641,Driving,Ligeris,Speeding,4way,3.0,60,WiFi,-53,7.0,-9.0,0.0090883419700786,41.141868,21.80942108055591
User_55,2025-03-11 16:36:36,0.447,0.4744,Driving,Koila,Speeding,2way,0.0,80,5G,-71,73.0,0.0,0.03,40.320737449465675,21.791193864491156
User_01,2025-03-11 17:53:33,0.619,0.4118,Running,Koila,Reckless_Driving,4way,0.0,50,3G,-89,12.0,1.0,0.0075337740047704,40.306230115631266,17.467649
User_75,2025-03-11 18:24:26,0.409,0.3111,Running,Zep,Reckless_Driving,2way,1.0,Lane_Discards,4G,Ethernet,13.0,-1.0,0.0035275920426825,40.27919579751699,21.752894522064405
User_30,2025-03-11 19:55:16,0.413,0.2294,Swimming,Koila,Driving_Under_Influence,4way,1.0,90,104,-82,84.0,3.0,0.0027522840927134,40.321306110828665,21.791433935399592
User_76,2025-03-11 19:57:10,0.355,0.3381,Walking,Zep,Speeding,2way,0.0,Lane_Discards,5G,-88,77.0,13.0,0.0057096512159451,40.27987293901706,21.75286860406517
User_80,2025-03-11 20:02:55,0.704,0.2987,Walking,Ligeris,Driving_Under_Influence,2way,0.0,60,110,-75,100.0,-13.0,0.0064075688237671,40.30636030218132,21.807594701664737
User_66,2025-03-11 21:22:37,0.28,0.3687,Driving,Ligeris,Driving_Under_Influence,5way,0.0,110,4G,-73,28.0,-12.0,0.0095353261972928,40.30659608921551,21.807368477789325
User_83,2025-03-11 22:43:18,0.309,0.4985,Running,Zep,8,2way,0.0,40,3G,-94,82.0,16.0,0.041,40.27915625831473,21.75346683697867
User_16,2025-03-12 00:28:47,0.513,0.3467,Driving,Koila,Driving_Under_Influence,4way,140.0,70,4G,-71,90.0,-11.0,0.0091385871847151,40.32239738605784,21.789119621580483
User_76,2025-03-12 01:19:39,0.355,0.3391,Walking,Zep,Driving_Under_Influence,2way,1.0,40,4G,-86,91.0,14.0,0.0059195103042384,40.278724421373624,17.568139
User_49,2025-03-12 01:24:16,0.637,0.4813,Running,Koila,Driving_Under_Influence,1way,2.0,70,3G,-88,-33.0,6.0,0.0025123734139973,40.322052027310875,21.792366551208055
User_91,2025-03-12 02:02:25,0.587,0.4448,Walking,Koila,Driving_Under_Influence,2way,150.0,30,3G,-96,-128.0,0.0,0.009010153277334,40.32083851521369,21.791969047938256
User_88,2025-03-12 03:00:33,0.471,0.2667,Walking,Koila,Speeding,2way,0.0,Lane_Discards,115,-95,83.0,-7.0,0.005653142335994,40.32192790186789,21.79141598001157
User_47,2025-03-12 03:04:41,0.585,0.2482,Driving,Ligeris,Reckless_Driving,2way,2.0,40,WiFi,-71,86.0,6.0,0.0055263836500986,40.30740856540246,19.23734
User_97,2025-03-12 06:57:35,0.337,0.4203,Running,Zep,Reckless_Driving,6way,0.0,50,5G,-106,61.0,0.0,0.0056550434660616,40.27824285728483,21.75265686263967
User_01,2025-03-12 07:05:28,0.619,0.4128,Driving,Zep,Speeding,1way,3.0,70,5G,-94,33.0,7.0,0.0017370636038172,40.28031652072802,17.613174
User_83,2025-03-12 07:39:28,0.309,0.5005,Driving,Ligeris,Speeding,4way,150.0,40,5G,-96,5.0,0.0,0.0044534718359183,40.30564410291892,21.806916638234753
User_66,2025-03-12 07:49:35,0.28,0.3697,Walking,Ligeris,Speeding,2way,2.0,60,111,-53,60.0,-2.0,0.0051289555412926,40.30700336535656,21.807448698951266
User_90,2025-03-12 07:50:47,0.525,0.2008,Driving,Koila,Reckless_Driving,4way,0.0,80,WiFi,-65,10.0,24.0,0.0058683015028871,40.3215159439642,21.792924318755237
User_62,2025-03-12 08:10:58,0.366,0.2492,Driving,Koila,Driving_Under_Influence,1way,0.0,10,101,-113,62.0,-1.0,0.0013201537134159,40.32278224047826,21.78932842170131
User_19,2025-03-12 08:25:29,0.745,0.5215,Running,Koila,Driving_Under_Influence,4way,1.0,20,5G,-99,71.0,7.0,0.039,40.32186679944813,21.7903643612021
User_37,2025-03-12 08:27:18,0.306,0.4164,Running,Zep,Driving_Under_Influence,2way,0.0,90,5G,-73,-31.0,1.0,0.0080245458845538,40.279070218719184,21.75298688275164
User_100,2025-03-12 08:35:09,0.37,0.394,Running,Koila,Reckless_Driving,1way,0.0,40,4G,-109,-46.0,-14.0,0.0010517519987354,40.32172003764789,21.791775128503023
User_85,2025-03-12 09:27:40,0.254,0.2663,Running,Ligeris,Driving_Under_Influence,2way,1.0,30,3G,-96,79.0,-4.0,0.0014647354756244,41.531244,21.808290141837617
User_86,2025-03-12 09:52:26,0.469,0.1421,Running,Zep,Driving_Under_Influence,1way,0.0,Lane_Discards,WiFi,-51,93.0,4.0,0.0091544435563489,37.365412,21.75345635629724
User_92,2025-03-12 11:23:00,0.694,0.3162,Driving,Koila,8,4way,0.0,90,4G,-99,86.0,-11.0,0.0020562910083161,40.321391135846135,21.79073620516826
User_55,2025-03-12 12:13:22,0.447,0.4764,Flying,Ligeris,Reckless_Driving,4way,1.0,50,106,-118,41.0,-13.0,0.0065446510380849,40.306540829252725,21.807766811659672
User_52,2025-03-12 13:07:44,0.544,0.2172,Walking,Koila,Speeding,2way,1.0,50,WiFi,-85,13.0,-16.0,0.0073413431200095,41.833675,21.79050384362113
User_59,2025-03-12 13:20:19,0.265,0.3182,Running,Ligeris,Reckless_Driving,4way,2.0,70,105,-87,99.0,-6.0,0.0035332297483849,40.30745754002107,21.807487133210223
User_50,2025-03-12 14:26:01,0.398,0.3736,Driving,Ligeris,Reckless_Driving,2way,1.0,30,109,-72,65.0,-9.0,0.0064786173001645,40.30730028318269,21.80774166428471
User_93,2025-03-12 14:47:06,0.588,0.1622,Swimming,Koila,Reckless_Driving,1way,4.0,70,WiFi,-79,19.0,1.0,0.0048233711433233,40.32234684490504,21.792996542916157
User_72,2025-03-12 15:07:32,0.567,0.1825,Driving,Zep,Driving_Under_Influence,2way,0.0,60,WiFi,-88,49.0,-7.0,0.0022003081223416,40.27994470755315,18.872907
User_13,2025-03-12 15:39:09,0.75,0.3854,Driving,Koila,7,2way,0.0,30,3G,-88,29.0,-11.0,0.0086226766970415,40.322073827728694,21.79332836526105
User_82,2025-03-12 15:57:51,0.324,0.3539,Walking,Koila,Reckless_Driving,4way,1.0,30,WiFi,-79,20.0,-4.0,0.048,40.32151177924757,21.791948215525174
User_63,2025-03-12 16:14:23,0.543,0.2576,Running,Zep,Reckless_Driving,1way,160.0,50,118,-120,89.0,-4.0,0.0087122527932708,40.27882701197819,21.75386621855405
User_22,2025-03-12 16:35:30,0.413,0.1879,Driving,Koila,Driving_Under_Influence,2way,1.0,10,109,-111,21.0,-10.0,0.003159309151684,40.322505628607786,21.790011317860916
User_43,2025-03-12 16:55:09,0.416,0.3007,Driving,Ligeris,Speeding,6way,0.0,70,3G,-105,61.0,-10.0,0.021,40.3075999438392,21.80723999329939
User_73,2025-03-12 17:09:55,0.325,0.3317,Walking,Spinari,Speeding,1way,0.0,40,5G,-93,-15.0,7.0,0.0084300760921717,40.322302572119554,21.7898605053287
User_17,2025-03-12 17:25:43,0.631,0.2818,Running,Koila,Reckless_Driving,2way,0.0,60,108,-109,76.0,-3.0,0.0037375686104916,40.32240944599144,21.79313656499546
User_44,2025-03-12 17:38:46,0.332,0.2246,Running,Zep,Reckless_Driving,4way,1.0,30,5G,-88,7.0,21.0,0.003232536606749,40.27840587736367,21.75292888587403
User_88,2025-03-12 18:40:39,0.471,0.2677,Driving,Zep,Speeding,1way,1.0,Lane_Discards,WiFi,-56,58.0,-13.0,0.0049847110492574,40.280172225835386,21.754541469867213
User_30,2025-03-12 19:09:17,0.413,0.2314,Driving,Koila,6,2way,0.0,80,5G,-78,-126.0,-4.0,0.0090415927156442,40.3218604475728,21.789030829382774
User_84,2025-03-12 19:25:38,0.527,0.2147,Running,Spinari,Driving_Under_Influence,1way,2.0,40,5G,-120,40.0,6.0,0.0014899399216934,40.306224894890605,21.8069995891812
User_74,2025-03-12 19:50:25,0.497,0.4984,Running,Koila,Driving_Under_Influence,5way,0.0,30,3G,-110,44.0,-12.0,0.037,40.32197756018019,21.7915092780932
User_19,2025-03-12 19:55:01,0.745,0.5225,Running,Koila,Reckless_Driving,4way,150.0,60,4G,-94,62.0,-16.0,0.0073737803025917,40.321928171114635,21.791123792370374
User_65,2025-03-12 20:27:03,0.448,0.2161,Walking,Zep,Driving_Under_Influence,4way,3.0,10,4G,-117,84.0,5.0,0.0094969415146778,42.525341,21.753342448829393
User_37,2025-03-12 20:56:41,0.306,0.4174,Driving,Center,Reckless_Driving,1way,0.0,60,5G,-73,13.0,-14.0,0.0059898763013101,40.32254222018702,22.329883
User_57,2025-03-12 22:05:52,0.372,0.2532,Running,Zep,Speeding,2way,0.0,60,WiFi,-88,78.0,-8.0,0.0064419550942136,42.265044,21.75361926890778
User_92,2025-03-12 22:47:14,0.694,0.3172,Driving,Ligeris,Speeding,4way,1.0,100,WiFi,-76,47.0,-3.0,0.0028982964789407,40.30580139084734,23.868179
User_10,2025-03-12 22:51:03,0.315,0.4918,Walking,Koila,Reckless_Driving,2way,2.0,30,WiFi,-50,-36.0,9.0,0.0071086044304563,40.32268762508315,21.791101964039186
User_41,2025-03-13 00:17:07,0.628,0.3041,Driving,Koila,Driving_Under_Influence,2way,0.0,30,WiFi,-67,92.0,-13.0,0.045,40.32263778543292,21.791256784153244
User_98,2025-03-13 00:31:05,0.46,0.2948,Running,Zep,Reckless_Driving,4way,0.0,40,3G,-87,82.0,-7.0,0.0058573320297742,41.257891,21.7526103823184
User_83,2025-03-13 00:32:26,0.309,0.5015,Running,Ligeris,Speeding,2way,0.0,60,4G,-85,14.0,-10.0,0.004371995973802,40.30623959826721,22.573499
User_86,2025-03-13 00:35:31,0.469,0.1441,Walking,Zep,Speeding,4way,0.0,40,WiFi,-75,35.0,-3.0,0.0088895532346726,37.38388,21.752879932356
User_19,2025-03-13 00:55:47,0.745,0.5235,Driving,Zep,Reckless_Driving,4way,1.0,30,112,-82,6.0,1.0,0.0047167709279215,40.278678472178264,21.751518963296924
User_33,2025-03-13 01:43:54,0.634,0.3562,Driving,Koila,Driving_Under_Influence,4way,0.0,20,WiFi,-87,84.0,11.0,0.0074931841615487,40.32105923392656,17.277217
User_46,2025-03-13 02:20:56,0.519,0.4836,Driving,Koila,Driving_Under_Influence,1way,1.0,30,3G,-99,33.0,-24.0,0.0068948902064946,40.3222077485599,21.79007728893932
User_20,2025-03-13 04:42:42,0.334,0.4641,Driving,Koila,Reckless_Driving,2way,0.0,20,4G,-89,34.0,-10.0,0.0053496764070533,40.32120182209072,17.347653
User_48,2025-03-13 05:12:32,0.599,0.4114,Driving,Ligeris,Driving_Under_Influence,2way,0.0,30,4G,-88,79.0,25.0,0.005239198055982,40.30561226255213,21.808124273601567
User_14,2025-03-13 05:20:05,0.393,0.3494,Walking,Ligeris,Reckless_Driving,2way,0.0,10,4G,-103,24.0,23.0,0.0013877384361457,40.30709938588042,21.80544324639356
User_91,2025-03-13 07:11:07,0.587,0.4468,Driving,Koila,Reckless_Driving,6way,0.0,20,4G,-114,-142.0,-7.0,0.0038487064942165,40.32106727101629,21.791961464817824
User_55,2025-03-13 07:30:09,0.447,0.4784,Driving,Koila,Driving_Under_Influence,1way,2.0,10,3G,-97,60.0,6.0,0.0074534119859638,42.138194,21.790971302293332
User_80,2025-03-13 08:07:32,0.704,0.3027,Running,Ligeris,Driving_Under_Influence,2way,1.0,10,4G,-90,59.0,5.0,0.024,40.30636835568309,21.807338442345703
User_32,2025-03-13 11:11:01,0.464,0.163,Walking,Koila,Reckless_Driving,2way,0.0,50,3G,-118,39.0,-9.0,0.0074551898013229,37.770844,21.79101916980493
User_59,2025-03-13 11:26:37,0.265,0.3202,Walking,Koila,6,2way,0.0,80,3G,-103,-17.0,-4.0,0.009414711920662,40.32204392169034,21.791145944874053
User_92,2025-03-13 11:50:22,0.694,0.3182,Driving,Koila,Driving_Under_Influence,2way,1.0,70,3G,-118,9.0,-16.0,0.026,40.32114565315297,21.79024774806963
User_31,2025-03-13 12:26:39,0.56,0.4954,Walking,Ligeris,Speeding,4way,0.0,10,103,-96,20.0,0.0,0.0087591680200124,40.30694484648424,21.805886464287877
User_59,2025-03-13 12:42:59,0.265,0.3212,Driving,Ligeris,7,4way,1.0,40,4G,-98,7.0,-6.0,0.0095493867329735,40.30617989212233,21.80795735999177
User_56,2025-03-13 12:45:43,0.374,0.1557,Running,Ligeris,Reckless_Driving,1way,0.0,30,4G,-82,31.0,6.0,0.0033955606448427,37.595488,21.807499106773157
User_26,2025-03-13 13:47:00,0.408,0.3905,Running,Ligeris,Driving_Under_Influence,1way,0.0,60,5G,-72,21.0,0.0,0.0083404148190827,42.074152,21.808194535559547
User_40,2025-03-13 13:53:50,0.482,0.5107,Driving,Koila,6,4way,3.0,30,WiFi,-63,40.0,14.0,0.009381158455184,41.395856,21.793105058623308
User_60,2025-03-13 14:00:24,0.353,0.5088,Running,Spinari,Speeding,2way,0.0,80,5G,-99,5.0,-9.0,0.0017569444725715,38.002279,21.75494473062289
User_93,2025-03-13 14:35:07,0.588,0.1642,Running,Koila,Speeding,1way,1.0,10,WiFi,-87,35.0,24.0,0.0095716683252909,40.306230115631266,21.791842013064016
User_08,2025-03-13 14:50:56,0.347,0.5008,Running,Zep,Reckless_Driving,2way,0.0,Harassing_Driver,3G,-88,51.0,-6.0,0.0060520175581258,41.330564,21.75281425333094
User_64,2025-03-13 15:29:38,0.511,0.4948,Walking,Zep,Speeding,2way,4.0,40,WiFi,-80,20.0,-25.0,0.0065538821372752,40.279509407250934,21.75347911599392
User_18,2025-03-13 15:49:03,0.251,0.5335,Walking,Koila,Driving_Under_Influence,4way,0.0,20,4G,-76,66.0,-2.0,0.0097809529225407,40.32167674935324,17.164032
User_39,2025-03-13 16:41:48,0.598,0.2917,Walking,Zep,Speeding,4way,1.0,60,WiFi,-83,15.0,-7.0,0.0058022206778278,37.218533,21.75357602544709
User_24,2025-03-13 16:45:14,0.445,0.2256,Swimming,Koila,Driving_Under_Influence,1way,0.0,100,WiFi,-79,100.0,-6.0,0.0039530971233131,40.32067043779388,21.79255874132809
User_97,2025-03-13 17:47:13,0.337,0.4223,Running,Spinari,Driving_Under_Influence,2way,0.0,30,3G,-112,61.0,-12.0,0.0051410250074175,40.28062249971488,21.7530203292417
User_61,2025-03-13 18:11:42,0.546,0.2227,Running,Zep,Speeding,1way,0.0,20,WiFi,-64,56.0,-14.0,0.046,40.280174039070374,21.754537136624865
User_49,2025-03-13 19:18:49,0.637,0.4833,Running,Koila,Speeding,6way,0.0,30,5G,-95,-153.0,14.0,0.0086540244885167,40.32190082535742,21.789639957767665
User_09,2025-03-13 19:44:25,0.307,0.5288,Walking,Koila,Driving_Under_Influence,2way,160.0,50,109,-117,19.0,10.0,0.0099865130348755,40.32284562717633,21.7896464002234
User_77,2025-03-13 20:32:37,0.428,0.1605,Driving,Koila,Speeding,2way,1.0,80,WiFi,-80,82.0,-5.0,0.045,40.32178756562099,21.793388657229514
User_12,2025-03-13 20:37:05,0.67,0.4952,Driving,Spinari,Driving_Under_Influence,2way,0.0,90,5G,-88,7.0,-16.0,0.0099608132451297,40.30550850787217,21.80809788191536
User_38,2025-03-13 20:37:55,0.306,0.4491,Running,Koila,Speeding,1way,1.0,80,WiFi,-88,80.0,-6.0,0.0073293390649995,37.570154,21.790836006242326
User_27,2025-03-13 20:55:00,0.535,0.3951,Walking,Zep,Reckless_Driving,1way,0.0,30,109,-87,15.0,-10.0,0.0097901004566611,40.2796903233106,21.754218993639665
User_75,2025-03-13 21:27:20,0.409,0.3161,Walking,Koila,Speeding,2way,2.0,10,5G,-107,9.0,-25.0,0.0088470676889567,40.32092238850553,21.7899475215719
User_17,2025-03-13 21:38:29,0.631,0.2828,Driving,Ligeris,Driving_Under_Influence,4way,1.0,20,3G,-92,95.0,-21.0,0.0080021687667239,40.3063831449125,21.80748683459291
User_53,2025-03-13 21:44:16,0.313,0.2426,Running,Ligeris,Driving_Under_Influence,1way,0.0,Harassing_Driver,4G,-114,87.0,-22.0,0.0041445512956478,40.306433509549315,21.80716425836781
User_61,2025-03-13 22:53:59,0.546,0.2237,Walking,Ligeris,Driving_Under_Influence,1way,1.0,60,3G,-73,18.0,-21.0,0.0099429700416441,40.30602654538848,21.80682651559568
User_31,2025-03-13 22:57:55,0.56,0.4964,Running,Koila,Speeding,1way,1.0,30,111,-88,11.0,-15.0,0.0066602040088891,40.32188414961089,21.791143742851844
User_43,2025-03-13 22:59:37,0.416,0.3027,Walking,Zep,Driving_Under_Influence,4way,4.0,40,5G,-112,61.0,9.0,0.048,40.279575207958075,21.753836637855603
User_80,2025-03-13 23:21:08,0.704,0.3037,Flying,Zep,Speeding,1way,0.0,30,WiFi,-72,36.0,-20.0,0.0018417553219181,40.278374104842015,21.752501072110647
User_21,2025-03-13 23:32:47,0.303,0.1562,Running,Spinari,Reckless_Driving,2way,1.0,70,3G,-83,3.0,7.0,0.0047957505529324,40.32218610704064,21.791206648269927
User_03,2025-03-13 23:48:33,0.568,0.1724,Driving,Spinari,Driving_Under_Influence,2way,0.0,30,WiFi,-52,87.0,7.0,0.022,40.30573226966484,21.808194120499437
User_01,2025-03-13 23:50:39,0.619,0.4158,Driving,Ligeris,Speeding,2way,0.0,10,4G,-73,80.0,-12.0,0.026,40.30638547308957,21.806427158970884
User_47,2025-03-13 23:52:25,0.585,0.2512,Walking,Koila,Driving_Under_Influence,5way,0.0,50,5G,-72,11.0,4.0,0.028,40.32163800079451,21.78992645333186
User_58,2025-03-14 01:10:38,0.465,0.178,Driving,Koila,Speeding,1way,140.0,70,3G,-102,48.0,0.0,0.0061067369913109,40.320484302246435,21.7907165523266
User_53,2025-03-14 01:15:46,0.313,0.2436,Running,Zep,Driving_Under_Influence,1way,150.0,20,5G,-73,17.0,11.0,0.0015415667680682,40.27965112649462,21.791256784153244
User_48,2025-03-14 01:34:32,0.599,0.4124,Running,Zep,Driving_Under_Influence,1way,1.0,50,WiFi,-63,60.0,24.0,0.0065904824880503,40.28112939683747,21.75237037261686
