method,column,outliers_removed,outlier_indices,chunk_id
Z-Score,Accelerometer_Resolution,154,"[42499, 39433, 40971, 39949, 37391, 40975, 43024, 40467, 40989, 37405, 37919, 42529, 40483, 39460, 36903, 36905, 39471, 43568, 39473, 41009, 37943, 37947, 40510, 41535, 43584, 42060, 42574, 38991, 41551, 37970, 41043, 42079, 38497, 43618, 43640, 38521, 39549, 42113, 42120, 41611, 37516, 38028, 42637, 38034, 38548, 39577, 37530, 42144, 40612, 43173, 42151, 40106, 40110, 40111, 37045, 43702, 43706, 42176, 36545, 40651, 37580, 39121, 38610, 37589, 43221, 41175, 42203, 43228, 37597, 41183, 43748, 38630, 40167, 37610, 41194, 43242, 43244, 39150, 40175, 42223, 40702, 39167, 40195, 38667, 38162, 36628, 37141, 42772, 41752, 36637, 41762, 40740, 42276, 40742, 40743, 42284, 39217, 39735, 39226, 37697, 43329, 36677, 43334, 39753, 39756, 37722, 37213, 37221, 37226, 42350, 40317, 42366, 43393, 41348, 39310, 41361, 37266, 38802, 41876, 42387, 39837, 40349, 43425, 41897, 41386, 37291, 40363, 42414, 36785, 37306, 37820, 43453, 38848, 40387, 36804, 38857, 40906, 38863, 39378, 38871, 42967, 40926, 38371, 42467, 43496, 36842, 36843, 37354, 38381, 36846, 36849, 40945, 43002, 38399]",6
IQR,Accelerometer_Resolution,238,"[42499, 39433, 37898, 40971, 40458, 39949, 37391, 40975, 43024, 40467, 37911, 40989, 37405, 37919, 42529, 43553, 40483, 39460, 36903, 39976, 36905, 42535, 43050, 38957, 39471, 43568, 39473, 41009, 37943, 37947, 43579, 36925, 37949, 40510, 41535, 43584, 36935, 41031, 42060, 42574, 38991, 41551, 37970, 41043, 42580, 43090, 37471, 42079, 38497, 43618, 40564, 43640, 38521, 36988, 39549, 36989, 37501, 40576, 42113, 40575, 42120, 39050, 41611, 37516, 38028, 42637, 38034, 38394, 38548, 39577, 37530, 42144, 40612, 43173, 36518, 42151, 41128, 40106, 40110, 40111, 37044, 37045, 43702, 43703, 40122, 38587, 39611, 43706, 43710, 42175, 42176, 36545, 39617, 40651, 37580, 39121, 38610, 40660, 37589, 43221, 41175, 43737, 42203, 43228, 37597, 41183, 38112, 39648, 43748, 38630, 40167, 37608, 43752, 37610, 41194, 43242, 43244, 39150, 40175, 42223, 42735, 39155, 40702, 39167, 43775, 40195, 38667, 43275, 41744, 38162, 37139, 36628, 37141, 38676, 39698, 41746, 41752, 42772, 42774, 42780, 36637, 42781, 41762, 40740, 37157, 40742, 40743, 42276, 42284, 40237, 37678, 38190, 39215, 39217, 39735, 39226, 38719, 37697, 43329, 36677, 43334, 39753, 40778, 39756, 38742, 39768, 42840, 37722, 37213, 40802, 42339, 37221, 37226, 42350, 40304, 42865, 38262, 40311, 38266, 40317, 42366, 43393, 39299, 41348, 41351, 42376, 38286, 39310, 41361, 37266, 38802, 41876, 42387, 39837, 40349, 43425, 37285, 41897, 36778, 37291, 40363, 41386, 42414, 36785, 37306, 41403, 37820, 43453, 38848, 40387, 36804, 38857, 40906, 38863, 39378, 40918, 38871, 41430, 42967, 37342, 40926, 38371, 42467, 43496, 36842, 36843, 37354, 38381, 36846, 36849, 37874, 40435, 40945, 41972, 38902, 39417, 43002, 38399]",6
MAD,Accelerometer_Resolution,267,"[42499, 41989, 39433, 37898, 40458, 40971, 39949, 41481, 37391, 40975, 43024, 40467, 37911, 40989, 37405, 37919, 42529, 43553, 40483, 39460, 37926, 36903, 39976, 36905, 42535, 43050, 38957, 39471, 43568, 39473, 41009, 37943, 37947, 43579, 36925, 37949, 40510, 41535, 43584, 36935, 41031, 39499, 42060, 42574, 38991, 41551, 43600, 37970, 41043, 42579, 40533, 42580, 43090, 37471, 42079, 38497, 43618, 40564, 43640, 38521, 36988, 39549, 36989, 37501, 40576, 42113, 40575, 42120, 39050, 41611, 37516, 38028, 41614, 42637, 38034, 38394, 38548, 39577, 37530, 42144, 40612, 43173, 36518, 42151, 41128, 40106, 39083, 40110, 40111, 37044, 37045, 43702, 43703, 40122, 38587, 39611, 43706, 43710, 39615, 42175, 36545, 39617, 42176, 43206, 40651, 37580, 39630, 39121, 38610, 40660, 37589, 38102, 41175, 43221, 43737, 42203, 43228, 37597, 41183, 38112, 39648, 42719, 43748, 38630, 40167, 37608, 43752, 37610, 40170, 41194, 43242, 39150, 40175, 42223, 42735, 43244, 37619, 39155, 40702, 39167, 41216, 43775, 40195, 38667, 38156, 43275, 37136, 43793, 41744, 38162, 37139, 36628, 37141, 38676, 39698, 41235, 41746, 41752, 42772, 42774, 36637, 42780, 42781, 41762, 40740, 37157, 40742, 40743, 42276, 42284, 40237, 37678, 38190, 39215, 39217, 39735, 39226, 38719, 41279, 37697, 43329, 36677, 43334, 39753, 40778, 39756, 38733, 38742, 39768, 42840, 37722, 37213, 40802, 42339, 37221, 42344, 37226, 42350, 40304, 42865, 38262, 40311, 38266, 40317, 42366, 43393, 39299, 41348, 41351, 42376, 38286, 39310, 41361, 37266, 38802, 41876, 42387, 39837, 40349, 43425, 37285, 37798, 41897, 36778, 37291, 40363, 41386, 42414, 36785, 37306, 41403, 37820, 43453, 38848, 40387, 36804, 38857, 40906, 42954, 38863, 37328, 39378, 40918, 38359, 38871, 41430, 42967, 37342, 40926, 38371, 42467, 43496, 36842, 36843, 37354, 38381, 36846, 42476, 36849, 37874, 40435, 40945, 41972, 38902, 39417, 43002, 38399]",6
HBOS,Latitude,249,"[42503, 43016, 37385, 39434, 39435, 36876, 39946, 43528, 43530, 38928, 39442, 39955, 43027, 38422, 42006, 41496, 41497, 40477, 39968, 42021, 40486, 41515, 42027, 41518, 41526, 42041, 40511, 43585, 39490, 42562, 42055, 40520, 41038, 40529, 37458, 37972, 43604, 42583, 40025, 42588, 37982, 39009, 40035, 41059, 37477, 39016, 38510, 42095, 39027, 40055, 43128, 38009, 38011, 43644, 41597, 41598, 37506, 43141, 40582, 42118, 43142, 42122, 37003, 37515, 43664, 40082, 41112, 40089, 41114, 43166, 42656, 37025, 37538, 37028, 37032, 40616, 36522, 42667, 37036, 38574, 39087, 39598, 40623, 41137, 41138, 41651, 42670, 42671, 36535, 41144, 42679, 38586, 42684, 41149, 43198, 42687, 43200, 38081, 38593, 43201, 38084, 37061, 41670, 43719, 40136, 39422, 43219, 42709, 39638, 37081, 38108, 40672, 37093, 37605, 40677, 37096, 41193, 38124, 38636, 38126, 36591, 40685, 43248, 43760, 43764, 37621, 42230, 43255, 41212, 37629, 38144, 39682, 43779, 39172, 42756, 40201, 40202, 41228, 38157, 37134, 43790, 40210, 40725, 39705, 41753, 38171, 43297, 39714, 40744, 37673, 42793, 39723, 40749, 38703, 41777, 36662, 39222, 41270, 36666, 40251, 38204, 36674, 40770, 39749, 43335, 42312, 43337, 40779, 41296, 42834, 37716, 43348, 37211, 38238, 40288, 38241, 39266, 36707, 40291, 38757, 41316, 42856, 37227, 37739, 40814, 41838, 43376, 37747, 42869, 37239, 38265, 37754, 39804, 37247, 40320, 37765, 42888, 37769, 39822, 38296, 37277, 38815, 38304, 42913, 36772, 38311, 40361, 38314, 40366, 37295, 40880, 42930, 41396, 42425, 38842, 42428, 38845, 37823, 37313, 37315, 40901, 37831, 38343, 38345, 36810, 41418, 43464, 43471, 36817, 41426, 38868, 38870, 39896, 40921, 41945, 42973, 39905, 40930, 40422, 39400, 39914, 38896, 38388, 41463, 41976, 40956, 37885, 40446, 40959]",6
kNN,Latitude,498,"[43009, 36869, 36872, 43016, 36876, 40973, 38928, 43027, 43035, 40987, 40999, 43051, 36908, 43052, 43085, 41038, 36945, 38995, 38996, 41047, 39007, 43103, 39009, 41059, 41061, 39016, 41068, 43118, 39027, 43128, 36984, 41084, 43135, 39044, 43141, 43142, 41095, 37003, 41112, 39065, 41114, 43162, 43166, 37025, 37028, 37032, 37036, 39087, 37040, 41137, 41138, 37043, 41144, 41149, 43198, 43200, 43201, 37061, 39110, 39113, 41164, 43219, 37079, 37081, 43225, 37092, 37093, 37096, 41193, 43248, 43251, 41206, 43255, 41212, 39172, 41228, 37134, 41238, 37145, 37152, 43297, 39203, 37164, 37168, 39222, 41270, 43335, 43337, 39242, 39244, 41296, 43347, 43348, 37208, 37211, 39266, 41316, 37223, 37227, 39279, 43376, 39283, 41331, 41332, 37239, 39288, 41337, 41342, 37247, 41346, 39303, 41368, 37277, 43424, 41377, 39335, 43438, 37295, 43439, 37298, 41396, 39355, 39360, 37313, 37315, 41411, 43464, 41418, 43471, 39376, 41426, 41436, 41440, 39396, 39400, 41463, 39422, 37382, 43528, 37385, 39434, 39435, 43530, 37389, 39442, 41496, 41497, 39450, 39456, 43556, 41515, 37421, 41518, 41520, 41526, 37434, 43578, 43585, 39490, 37446, 39495, 41542, 41548, 41549, 43596, 37458, 43604, 37477, 39528, 37482, 43629, 37492, 41589, 37499, 43644, 41597, 41598, 43648, 37506, 41609, 37515, 43664, 37538, 41637, 39598, 41651, 41652, 41653, 41670, 43719, 41672, 43722, 37581, 39636, 37590, 39638, 39639, 37593, 39643, 43745, 37603, 37605, 41712, 41713, 43760, 43761, 43764, 37621, 39671, 43768, 39673, 41721, 37629, 37630, 39682, 43779, 37645, 43790, 37653, 39705, 37658, 41753, 39714, 41768, 37673, 39723, 41777, 37684, 39746, 39748, 39749, 37716, 39765, 37718, 37721, 41817, 37728, 39776, 37739, 41838, 37747, 37754, 39804, 41852, 37765, 37769, 39822, 41870, 39836, 39839, 41900, 39870, 37823, 41921, 37831, 39886, 39891, 41941, 39896, 41945, 37850, 39905, 39907, 39914, 41976, 37885, 39946, 39955, 42006, 39968, 39971, 42021, 37930, 42027, 42041, 42053, 42055, 42061, 37967, 37972, 40025, 37979, 37982, 37987, 40035, 40037, 42095, 38002, 38006, 40055, 38009, 38011, 40070, 38023, 42118, 42122, 42126, 42128, 40082, 42136, 40089, 38049, 38906, 42148, 40108, 38070, 40119, 38072, 38081, 38084, 40136, 38108, 40171, 38124, 38126, 42230, 40184, 38144, 40201, 40202, 38157, 40205, 40210, 40212, 40215, 38171, 42278, 42279, 40251, 38204, 40262, 42312, 42326, 38232, 40285, 38238, 40288, 38241, 38243, 40291, 42343, 40297, 40308, 38265, 42367, 40320, 42368, 38279, 38295, 38296, 38304, 38311, 40361, 38314, 40366, 42418, 42425, 40378, 42428, 40390, 38343, 38345, 42441, 42442, 38358, 42464, 38372, 40421, 40422, 38379, 38384, 38388, 40446, 42501, 42503, 38410, 42516, 38422, 40477, 40486, 40500, 38454, 42555, 40511, 42562, 40520, 40529, 42583, 38490, 42588, 38510, 38514, 40563, 40582, 42636, 40593, 36504, 42650, 42656, 40616, 36521, 36522, 42667, 38574, 40623, 42670, 42671, 42677, 36535, 42679, 36537, 38586, 42684, 42687, 38593, 36546, 38600, 38605, 36558, 42709, 36570, 40668, 40672, 38626, 40677, 38636, 40685, 40686, 36591, 42756, 38663, 40711, 42762, 42764, 40725, 42782, 36643, 38691, 40744, 42793, 42794, 40748, 40749, 38703, 38708, 36662, 36666, 38716, 36674, 38723, 40770, 36681, 40779, 38736, 42834, 40796, 40797, 42846, 40799, 36707, 38757, 42856, 40814, 42864, 38773, 42869, 38782, 42888, 38806, 36761, 42905, 38811, 38815, 42913, 42914, 36772, 40869, 40880, 40882, 42930, 38842, 38845, 40901, 36809, 36810, 42957, 36817, 38868, 38870, 40921, 42973, 40930, 40939, 38896, 36858, 40956, 40958, 40959]",6
IForest,Latitude,496,"[43009, 36869, 43016, 36873, 40969, 36876, 40973, 38926, 38928, 36881, 43027, 36888, 43035, 40999, 36908, 43052, 41006, 41038, 36945, 38995, 38996, 36951, 38999, 39007, 43103, 39009, 41058, 41059, 41061, 39016, 41068, 39027, 43124, 41079, 43128, 36984, 41084, 43135, 41088, 43141, 43142, 41095, 37003, 41112, 39065, 39066, 41114, 43166, 37025, 37028, 37032, 37036, 39087, 37040, 41137, 41138, 37043, 41144, 41149, 43198, 43200, 43201, 37061, 39113, 37068, 41164, 43219, 37079, 39128, 37081, 39136, 37093, 37096, 41193, 43248, 41206, 43255, 41212, 39172, 41228, 37134, 41238, 37145, 37152, 43297, 39203, 41253, 37158, 43302, 37166, 37168, 39222, 41270, 43335, 43337, 39242, 39244, 41296, 43347, 43348, 37211, 39266, 41316, 37223, 37227, 43376, 39283, 41331, 41332, 37239, 39288, 41337, 41342, 37247, 41346, 39301, 37277, 43424, 41377, 39335, 39339, 43438, 37295, 37298, 41396, 39355, 43451, 39360, 37313, 41409, 37315, 43464, 41418, 43471, 39376, 41426, 37352, 39400, 41457, 41463, 39422, 43528, 37385, 39434, 39435, 43530, 41486, 39442, 41496, 41497, 39450, 41515, 37421, 41518, 41520, 41526, 43578, 43585, 39490, 37446, 41543, 43596, 41549, 37458, 43604, 37477, 39528, 37482, 41578, 43629, 41589, 43644, 41597, 41598, 37506, 41602, 41609, 37515, 43664, 37538, 43692, 39598, 39599, 41651, 37563, 41670, 43719, 37581, 39636, 37590, 39638, 39639, 37593, 39643, 37599, 37603, 37605, 43750, 43760, 41713, 43764, 37621, 43768, 41721, 37629, 39682, 43779, 37643, 43790, 39705, 37658, 41753, 39714, 41768, 37673, 39723, 39727, 41777, 39746, 39748, 39749, 37716, 39765, 37718, 37721, 39781, 41829, 37739, 41838, 37747, 37754, 39804, 41852, 41857, 37765, 37769, 39822, 39836, 39843, 37823, 41921, 37831, 41929, 39886, 41941, 39896, 41945, 39905, 39914, 41976, 37885, 41991, 39946, 41994, 39955, 42006, 39968, 39971, 42021, 37928, 42027, 42041, 42055, 42061, 37967, 37972, 40025, 37979, 37982, 40035, 42095, 38002, 38006, 40055, 38009, 38011, 40070, 38023, 42118, 42122, 42126, 42128, 40082, 42136, 40089, 38049, 38906, 42148, 40108, 40115, 38070, 38072, 38081, 38084, 40136, 38098, 38108, 42204, 40171, 38124, 42220, 38126, 42230, 40184, 38144, 40201, 40202, 38157, 40210, 38171, 42278, 42279, 40238, 40251, 38204, 42312, 38232, 42328, 40285, 38238, 40288, 38241, 38243, 40291, 42343, 40308, 38265, 42367, 40320, 42368, 42388, 42390, 38296, 40345, 38304, 38307, 38311, 40361, 38314, 40366, 40368, 42418, 42425, 40378, 42428, 40390, 38343, 38345, 42441, 42442, 38358, 42464, 38372, 40421, 40422, 38379, 38383, 38384, 38388, 40446, 42501, 42503, 38410, 38413, 40466, 42515, 42516, 38422, 40475, 40477, 40486, 38447, 40500, 38454, 40511, 42562, 42563, 40519, 40520, 38476, 40527, 40529, 42583, 38490, 42588, 40555, 38510, 40559, 38514, 40563, 42627, 40582, 42636, 40589, 40593, 42656, 40616, 36522, 42667, 38574, 40623, 38575, 42670, 42671, 42677, 36535, 42679, 38586, 42682, 42684, 42687, 38593, 36546, 38608, 40656, 42709, 40668, 40672, 38626, 40677, 38636, 40685, 40686, 36591, 42756, 40711, 36625, 40725, 42782, 38691, 40744, 42793, 42794, 40748, 40749, 38703, 38708, 36662, 40761, 36666, 38716, 36674, 40770, 36681, 40779, 36687, 38736, 42833, 42834, 38739, 40796, 40797, 42846, 40799, 36707, 38757, 42856, 40814, 38772, 38773, 42869, 38782, 42886, 42888, 36761, 42905, 38811, 38815, 42913, 36772, 40880, 40882, 42930, 40884, 38837, 36792, 38842, 38845, 40895, 40901, 36810, 42957, 36817, 38868, 38870, 38873, 40921, 42973, 38878, 40930, 42980, 40939, 38896, 36858, 40956, 40959]",6
LODA,Latitude,5,"[42095, 42834, 40725, 40089, 42687]",6
OC-SVM,Latitude,498,"[38912, 38916, 36869, 36872, 43016, 36876, 40973, 38926, 38928, 36881, 43027, 36888, 36900, 36908, 43052, 41006, 36912, 36913, 38963, 43085, 41038, 36944, 36945, 38995, 43091, 36952, 43103, 39008, 39009, 41059, 41061, 39016, 43118, 39027, 43128, 41084, 39037, 43135, 43141, 43142, 41095, 37003, 39052, 41112, 39066, 41114, 43162, 43166, 37025, 37028, 37032, 41129, 37036, 39087, 37040, 41137, 41138, 41144, 41149, 43198, 43200, 43201, 37061, 39113, 41164, 43219, 37081, 39136, 37093, 39143, 37096, 41193, 43248, 43255, 41212, 39172, 41228, 37134, 39199, 41249, 43297, 41253, 43302, 37168, 39222, 41270, 39235, 41285, 43335, 43337, 39242, 39244, 41296, 37202, 43347, 43348, 39254, 37211, 43361, 39266, 41316, 37223, 37227, 43376, 41332, 37237, 43381, 37239, 41337, 41342, 37247, 43392, 41346, 39301, 37257, 37263, 41367, 41368, 43417, 37274, 37277, 39332, 43438, 37295, 37298, 41396, 39355, 39360, 37313, 39362, 37315, 41409, 43462, 43464, 41418, 37324, 41421, 43471, 39376, 41426, 41427, 39396, 37352, 39400, 37364, 41463, 39422, 43528, 37385, 39434, 39435, 41482, 43533, 43530, 39439, 39442, 41496, 41497, 39450, 41511, 41515, 37421, 41518, 41520, 41526, 39483, 43585, 39490, 37446, 41543, 37458, 41554, 43604, 43615, 41568, 37477, 41578, 43629, 43644, 41597, 41598, 37506, 41602, 41609, 37515, 43664, 37523, 41624, 41630, 37538, 43692, 39598, 41651, 43714, 41670, 43719, 37585, 39634, 39636, 39638, 39643, 41697, 37605, 43750, 43760, 41713, 43764, 37621, 41721, 37629, 37630, 37634, 39682, 43779, 39685, 39688, 37645, 43790, 39705, 37658, 39707, 41753, 39714, 39715, 37673, 39723, 41777, 37686, 39746, 39749, 37716, 39765, 37718, 37721, 37729, 37735, 41831, 37737, 37739, 41838, 37747, 37754, 39804, 37757, 41852, 41857, 37765, 39814, 37769, 39822, 41870, 37778, 39836, 39843, 41898, 39856, 37823, 41921, 37831, 41941, 39896, 41945, 39905, 39914, 37873, 41976, 37885, 41988, 39946, 41994, 39955, 42006, 37916, 39968, 39971, 42021, 42027, 42041, 42055, 37967, 37972, 40025, 37982, 42081, 40035, 40037, 37994, 42095, 40055, 38009, 38011, 42107, 38022, 38023, 42118, 42122, 42126, 40082, 40089, 38906, 40115, 38070, 40123, 38081, 40131, 38084, 40136, 42185, 42197, 38108, 38124, 38126, 42229, 42230, 40184, 38144, 40201, 40202, 38157, 38161, 40210, 38166, 38171, 42279, 42283, 42291, 38200, 40251, 38204, 42312, 38222, 40274, 40285, 38238, 42335, 40288, 38241, 38243, 40291, 40295, 42343, 38265, 40320, 42368, 38296, 38304, 38311, 40361, 38314, 40366, 42425, 40378, 42428, 40390, 38343, 38345, 38346, 42446, 38351, 38372, 40422, 38379, 38384, 38388, 38389, 40446, 42503, 42505, 42515, 38422, 40477, 40486, 40493, 42542, 40496, 42546, 40500, 40511, 42562, 40520, 40527, 40528, 40529, 42583, 40540, 42588, 40549, 40551, 40552, 38507, 38510, 40559, 42608, 40563, 38527, 40582, 42636, 38541, 40589, 40593, 36511, 42656, 40616, 36521, 36522, 42667, 38574, 40623, 42670, 42671, 42678, 36535, 42679, 38586, 42684, 38589, 38591, 42687, 38593, 36549, 38600, 42709, 40672, 40677, 38636, 40685, 40686, 36591, 40692, 42743, 36603, 38652, 40703, 38658, 42756, 36625, 40725, 40726, 38683, 38691, 36646, 40744, 42793, 36650, 40748, 36653, 40749, 38703, 36662, 38710, 36666, 40764, 36674, 40770, 40779, 42833, 42834, 42846, 40799, 36707, 38757, 42853, 42856, 40814, 38772, 42869, 38777, 42888, 38800, 42905, 38811, 38815, 42913, 36772, 38820, 38829, 40880, 40882, 42930, 38837, 38842, 38845, 36801, 40901, 36810, 40907, 36817, 38868, 38870, 40919, 40921, 42973, 40930, 38896, 36858, 40956, 40958, 40959]",6
Z-Score,Latitude,169,"[43016, 39434, 39435, 36876, 39946, 43530, 38928, 42006, 41496, 41497, 40477, 39968, 42021, 41515, 41518, 41526, 42041, 43585, 39490, 42562, 42055, 40529, 37458, 42583, 40025, 42588, 39009, 40035, 37477, 39016, 40055, 43128, 38009, 38011, 41597, 41598, 37506, 40582, 42118, 43142, 43664, 40082, 41114, 42656, 37538, 37028, 37032, 40616, 36522, 42667, 37036, 39598, 39087, 40623, 42670, 41138, 42671, 41144, 38586, 42684, 41149, 43198, 43200, 38593, 43201, 37061, 41670, 40136, 43219, 42709, 39638, 37081, 38108, 40672, 37605, 40677, 37096, 41193, 38124, 38636, 40685, 36591, 43248, 43764, 42230, 43255, 37629, 38144, 39172, 42756, 37134, 40210, 39705, 41753, 38171, 43297, 39714, 40744, 39723, 40749, 38703, 41777, 41270, 36666, 40251, 36674, 39749, 43335, 37716, 43348, 37211, 40288, 38241, 39266, 36707, 40291, 41316, 42856, 37227, 37739, 40814, 41838, 43376, 37239, 37247, 40320, 37765, 42888, 37769, 39822, 37277, 38815, 38304, 38311, 40366, 37295, 40880, 42930, 41396, 42425, 38842, 42428, 38845, 37823, 37313, 37315, 40901, 37831, 38343, 38345, 36810, 41418, 43471, 36817, 38868, 39896, 40921, 41945, 42973, 39905, 40930, 40422, 39914, 38896, 41463, 41976, 40956, 40446, 40959]",6
IQR,Latitude,249,"[42503, 43016, 37385, 39434, 39435, 36876, 39946, 43528, 43530, 38928, 39442, 39955, 43027, 38422, 42006, 41496, 41497, 40477, 39968, 42021, 40486, 41515, 42027, 41518, 41526, 42041, 40511, 43585, 39490, 42562, 42055, 40520, 41038, 40529, 37458, 37972, 43604, 42583, 40025, 42588, 37982, 39009, 40035, 41059, 37477, 39016, 38510, 42095, 39027, 40055, 43128, 38009, 38011, 43644, 41597, 41598, 37506, 43141, 40582, 42118, 43142, 42122, 37003, 37515, 43664, 40082, 41112, 40089, 41114, 43166, 42656, 37025, 37538, 37028, 37032, 40616, 36522, 42667, 37036, 38574, 39087, 39598, 40623, 41137, 41138, 41651, 42670, 42671, 36535, 41144, 42679, 38586, 42684, 41149, 43198, 42687, 43200, 38081, 38593, 43201, 38084, 37061, 41670, 43719, 40136, 39422, 43219, 42709, 39638, 37081, 38108, 40672, 37093, 37605, 40677, 37096, 41193, 38124, 38636, 38126, 36591, 40685, 43248, 43760, 43764, 37621, 42230, 43255, 41212, 37629, 38144, 39682, 43779, 39172, 42756, 40201, 40202, 41228, 38157, 37134, 43790, 40210, 40725, 39705, 41753, 38171, 43297, 39714, 40744, 37673, 42793, 39723, 40749, 38703, 41777, 36662, 39222, 41270, 36666, 40251, 38204, 36674, 40770, 39749, 43335, 42312, 43337, 40779, 41296, 42834, 37716, 43348, 37211, 38238, 40288, 38241, 39266, 36707, 40291, 38757, 41316, 42856, 37227, 37739, 40814, 41838, 43376, 37747, 42869, 37239, 38265, 37754, 39804, 37247, 40320, 37765, 42888, 37769, 39822, 38296, 37277, 38815, 38304, 42913, 36772, 38311, 40361, 38314, 40366, 37295, 40880, 42930, 41396, 42425, 38842, 42428, 38845, 37823, 37313, 37315, 40901, 37831, 38343, 38345, 36810, 41418, 43464, 43471, 36817, 41426, 38868, 38870, 39896, 40921, 41945, 42973, 39905, 40930, 40422, 39400, 39914, 38896, 38388, 41463, 41976, 40956, 37885, 40446, 40959]",6
MAD,Latitude,249,"[42503, 43016, 37385, 39434, 39435, 36876, 39946, 43528, 43530, 38928, 39442, 39955, 43027, 38422, 42006, 41496, 41497, 40477, 39968, 42021, 40486, 41515, 42027, 41518, 41526, 42041, 40511, 43585, 39490, 42562, 42055, 40520, 41038, 40529, 37458, 37972, 43604, 42583, 40025, 42588, 37982, 39009, 40035, 41059, 37477, 39016, 38510, 42095, 39027, 40055, 43128, 38009, 38011, 43644, 41597, 41598, 37506, 43141, 40582, 42118, 43142, 42122, 37003, 37515, 43664, 40082, 41112, 40089, 41114, 43166, 42656, 37025, 37538, 37028, 37032, 40616, 36522, 42667, 37036, 38574, 39087, 39598, 40623, 41137, 41138, 41651, 42670, 42671, 36535, 41144, 42679, 38586, 42684, 41149, 43198, 42687, 43200, 38081, 38593, 43201, 38084, 37061, 41670, 43719, 40136, 39422, 43219, 42709, 39638, 37081, 38108, 40672, 37093, 37605, 40677, 37096, 41193, 38124, 38636, 38126, 36591, 40685, 43248, 43760, 43764, 37621, 42230, 43255, 41212, 37629, 38144, 39682, 43779, 39172, 42756, 40201, 40202, 41228, 38157, 37134, 43790, 40210, 40725, 39705, 41753, 38171, 43297, 39714, 40744, 37673, 42793, 39723, 40749, 38703, 41777, 36662, 39222, 41270, 36666, 40251, 38204, 36674, 40770, 39749, 43335, 42312, 43337, 40779, 41296, 42834, 37716, 43348, 37211, 38238, 40288, 38241, 39266, 36707, 40291, 38757, 41316, 42856, 37227, 37739, 40814, 41838, 43376, 37747, 42869, 37239, 38265, 37754, 39804, 37247, 40320, 37765, 42888, 37769, 39822, 38296, 37277, 38815, 38304, 42913, 36772, 38311, 40361, 38314, 40366, 37295, 40880, 42930, 41396, 42425, 38842, 42428, 38845, 37823, 37313, 37315, 40901, 37831, 38343, 38345, 36810, 41418, 43464, 43471, 36817, 41426, 38868, 38870, 39896, 40921, 41945, 42973, 39905, 40930, 40422, 39400, 39914, 38896, 38388, 41463, 41976, 40956, 37885, 40446, 40959]",6
HBOS,Longitude,243,"[38912, 39425, 40962, 38915, 37892, 42501, 43013, 40462, 43534, 42001, 39444, 39957, 40983, 40473, 41498, 40985, 38428, 38429, 39969, 41506, 36900, 39973, 43045, 41002, 39467, 38445, 41517, 41519, 41012, 36917, 42549, 41527, 43065, 39482, 38971, 41019, 42557, 43580, 42559, 38465, 42051, 40004, 41028, 41542, 39495, 42565, 37449, 42569, 38987, 40527, 38993, 41555, 43093, 37464, 42587, 41564, 36958, 41057, 40546, 37478, 41067, 42606, 40049, 40561, 43121, 39029, 42614, 41594, 40058, 42620, 43140, 42629, 37511, 37000, 40073, 42633, 43658, 41612, 41615, 37009, 39057, 42642, 40084, 43156, 39579, 39071, 43681, 42658, 42659, 42660, 36517, 41637, 40104, 40617, 41641, 42154, 42666, 38064, 40115, 41655, 38584, 39096, 43705, 42685, 42174, 40128, 41664, 39106, 40130, 41154, 39109, 40648, 36555, 43730, 37075, 39639, 42199, 43742, 36580, 41700, 41191, 38633, 38122, 40691, 36597, 40182, 42232, 40700, 39165, 40190, 38655, 37121, 38146, 39169, 43266, 42247, 40713, 43786, 42251, 39693, 41741, 39184, 37652, 39189, 41748, 39706, 39198, 36639, 37152, 40225, 42278, 38185, 40236, 43308, 43309, 39727, 41266, 41267, 38710, 36664, 42298, 42299, 39230, 42305, 42306, 41289, 36683, 40780, 41805, 41808, 36690, 40791, 37210, 42843, 39260, 38749, 41824, 37218, 38755, 40293, 40806, 38760, 39272, 40811, 39276, 37232, 40308, 42358, 43384, 39802, 41862, 37768, 36745, 38793, 40329, 40841, 41865, 40335, 40337, 42898, 37779, 39827, 43418, 41883, 42396, 39327, 42911, 42407, 39852, 36781, 38321, 41393, 38323, 42931, 37303, 36796, 39357, 42945, 37316, 38340, 36807, 40398, 38351, 40401, 40402, 40403, 43478, 40407, 36827, 36829, 39903, 43493, 43495, 42473, 37868, 37869, 38892, 41453, 36853, 39925, 41465, 39420, 36862]",6
